,Event_Name,Venue,Event_Date,Number_of_Attendees
0,"Okonkwo Weeps In Exile: Nicholas Dawson (Bookworms), The Negro Subversive, Rafael Sanchez, Don at Issue Project Room",Issue Project Room,2019-06-06,3
1,"7th Heaven Feat. Ladymonix, The Duchess & DJ Wawa at Le Bain",Le Bain,2019-06-06,3
2,8 Ball Radio x Mood Ring III at Mood Ring,Mood Ring,2019-06-06,3
3,Anything Goes: Blond:ish at 1 Oak,1 Oak,2019-06-06,
4,Bottler: All Night at Gold Sounds,Gold Sounds,2019-06-06,
5,No Passport at TBA - Brooklyn,TBA - Brooklyn,2019-06-06,
0,"Mind Matter: Keith Carnal (Arts/SEC ND°), Hunter/Game (Just This/Afterlife), & Adam Braiman at Bogart House",Bogart House,2019-06-07,52
1,Function / Steve Bicknell / Sophia Saze at BASEMENT,BASEMENT,2019-06-07,36
2,Shaker Mountain Edition Three at TBA - New York,TBA - New York,2019-06-07,23
3,Friday: Ciel All Night at Nowadays,Nowadays,2019-06-07,16
4,"A-Trak, DJ Swisha, Justin Miller and L&l&l at Elsewhere",Elsewhere,2019-06-07,13
5,"TOKiMONSTA presents Young Art Sound II with TOKiMONSTA, Rosehardt and Bad Tuner at Elsewhere",Elsewhere,2019-06-07,13
6,The Selectors present DJ Masda & Taimur at TBA - Brooklyn,TBA - Brooklyn,2019-06-07,12
7,Sublimate: Whodat & Sybil Jason (Farced) at TBA - Brooklyn,TBA - Brooklyn,2019-06-07,12
8,Diffuse Reality 6 Year Anniversary // New York at H0L0,H0L0,2019-06-07,10
9,Euphonic Label Boat Party with Kyau & Albert and Ronski Speed Special Guests at Pier 15,Pier 15,2019-06-07,10
10,"Like That Records with Haram Feat. Aquiles Navarro, Tama Gucci, Equiss, Ase Manual and Marvelit at Elsewhere",Elsewhere,2019-06-07,2
11,Manhattan Hip Hop vs. Reggae Yacht Party Cabana Yacht at Skyport Marina,Skyport Marina,2019-06-07,1
12,"Summer Series: Steve Lawler, Love & Logic at Circle Line Cruises",Circle Line Cruises,2019-06-07,7
13,JACK DEPT. NYC / Projekt Gestalten / Jane Angmar / John Barera at Bossa Nova Civic Club,Bossa Nova Civic Club,2019-06-07,7
14,Ex-Terrestrial at public records,public records,2019-06-07,2
15,Soul Slam - Prince Tribute Party feat. DJ Spinna at Good Room,Good Room,2019-06-07,2
16,New York Hip Hop vs. Reggae Yacht Party at Skyport Marina,Skyport Marina,2019-06-07,1
17,Polychrome at 3 Dollar Bill,3 Dollar Bill,2019-06-07,
0,ReSolute w [a:Rpia:r] at TBA - New York,TBA - New York,2019-06-08,194
1,Zero presents... at Circle Line Cruises,Circle Line Cruises,2019-06-08,157
2,Coke Yacht '19: Lost At Sea at Circle Line Cruises,Circle Line Cruises,2019-06-08,86
3,Quo Vadis / Veronica Vasicka / L.Sangre / Orphx / O/H / Nihal Ramchandani at BASEMENT,BASEMENT,2019-06-08,32
4,"Betty Ford presents: Alix Perez, Robert Manos with Adred & Dave Owen, Dub-Stuy Sound at H0L0",H0L0,2019-06-08,28
5,"Saturday: Physical Therapy, DJ Lag and Total Freedom at Nowadays",Nowadays,2019-06-08,24
6,Shaker Mountain Edition Three at TBA - New York,TBA - New York,2019-06-08,23
7,YES Brooklyn Pride with Whitney Day at House Of Yes,House Of Yes,2019-06-08,21
8,Uffie (DJ Set) Little Boots (DJ Set) and Sammy Bananas at Elsewhere,Elsewhere,2019-06-08,7
9,"Interstellar Funk, Amourette at Elsewhere",Elsewhere,2019-06-08,6
10,The Carry Nation June 2019 at Good Room,Good Room,2019-06-08,6
11,"Viceroy, Aric Christopher B2B Foreign Language & More (Elsewhere Rooftop) at Elsewhere",Elsewhere,2019-06-08,4
12,The Golden Disco presents: It's a Prismatic Party at TBA - New York,TBA - New York,2019-06-08,3
13,"Play NOW! Level 7: Brooke Candy, Charlie Le Mindu More at 3 Dollar Bill",3 Dollar Bill,2019-06-08,1
14,"ILL Behavior with DTR, Renegade Masters, Jackie & Jesse at TBA Brooklyn",TBA Brooklyn,2019-06-08,1
15,Three Points Pride Festival at Rubulad,Rubulad,2019-06-08,7
16,"Mild Fantasy with M//R, Joey Quiñones, FadeFace & Elle Dee at Mood Ring",Mood Ring,2019-06-08,4
17,We Love The 80's Boat Party with The Queen Of Freestyle Judy Torres at Circle Line Cruises,Circle Line Cruises,2019-06-08,2
18,Bill Orcutt & Okkyung Lee at public records,public records,2019-06-08,2
19,Tarek Atoui: Organ Within ft Chuck Bettis at Kurimanzutto,Kurimanzutto,2019-06-08,1
20,Earthbound IX at Art Cafe/Bar,Art Cafe/Bar,2019-06-08,1
21,On The Low: Marti / Tricell / J. Isaak / Fxwrk at The Gradient,The Gradient,2019-06-08,1
22,Ash Lauryn + Stefan Ringer at public records,public records,2019-06-08,1
0,All Day I Dream Summer Season Opening at Brooklyn Mirage,Brooklyn Mirage,2019-06-09,1167
1,Mister Sunday at Nowadays,Nowadays,2019-06-09,22
0,Mister Sunday at Nowadays,Nowadays,2019-06-10,22
1,Warper at Jupiter at Jupiter Disco,Jupiter Disco,2019-06-10,1
0,Jamais Vu NYC at 14B Rooftop / Lounge,14B Rooftop / Lounge,2019-06-11,2
1,"Feel Real with DJ Disciple, Ejoe Wilson Friends at Rumpus Room",Rumpus Room,2019-06-11,
0,Na.Cho.Wed. [Nacho Rojas US Bday & NYC return] at TBA - New York,TBA - New York,2019-06-12,2
1,Laylit Days with Wake Island and Saphe at Elsewhere,Elsewhere,2019-06-12,1
2,2nd Wednesdays at Quinn's,Quinn's,2019-06-12,1
0,Body Music Therapy presents LDY OSC at Nowadays,Nowadays,2019-06-13,3
1,Tropical Past & Future at Black Flamingo,Black Flamingo,2019-06-13,
0,Claptone The Masquerade at Brooklyn Mirage,Brooklyn Mirage,2019-06-14,53
1,Fiedel / Tin Man / Justin Cudmore at BASEMENT,BASEMENT,2019-06-14,26
2,Inoki Party: Oliver Smith & Myon (Anjunabeats) at Analog Bkny,Analog Bkny,2019-06-14,12
3,Discotechnique: Rainbow Disco at House Of Yes,House Of Yes,2019-06-14,8
4,Lessons with Shakolin & Rasho at TBA - Brooklyn,TBA - Brooklyn,2019-06-14,8
5,Wonderwheel Recordings & Junxion present: Quantic (DJ) and More Rooftop at Elsewhere,Elsewhere,2019-06-14,7
6,Yoshitoshi's 25th Anniversary Boat Party with Sharam and Friends at Pier 15,Pier 15,2019-06-14,5
7,Body Music Therapy presents LDY OSC at Nowadays,Nowadays,2019-06-14,3
8,"Friday: Riobamba, DJ Haram and Elosi at Nowadays",Nowadays,2019-06-14,2
9,"Muévete Jevi 7.0 with Gooddroid, Lita, Fried Plátano and Gran Reserva at Elsewhere",Elsewhere,2019-06-14,1
10,Esscalation Music Festival at Melrose Ballroom,Melrose Ballroom,2019-06-14,4
11,Ge-Ology at public records,public records,2019-06-14,3
12,Funky People & Friends - Nublu Classic at Nublu,Nublu,2019-06-14,2
13,The New Deal (Late Night) at Brooklyn Bowl,Brooklyn Bowl,2019-06-14,2
14,Blame It On The Midnight Yacht Cruise at Harbor Lights Yacht,Harbor Lights Yacht,2019-06-14,1
15,2kDeep NYC presents: 360 DNB Showcase feat. Nickyblackmarket DJ Profile & Fatman D at H0L0,H0L0,2019-06-14,1
16,Amici Tomodachi presents: Midnight Matsuri at Trans Pecos,Trans Pecos,2019-06-14,
17,NYC Blackout Yacht Party Cruise at Skyport Marina,Skyport Marina,2019-06-14,
0,Carl Cox presents Pure NY - Sold Out at Brooklyn Mirage,Brooklyn Mirage,2019-06-15,195
1,"La Luna - The Black Madonna, DJ Harvey, DJ Tennis, Moodymann  at Knockdown Center",Knockdown Center,2019-06-15,183
2,Fleetmac Wood presents Gold Dust Disco - Brooklyn at Industry City,Industry City,2019-06-15,53
3,Chus & Ceballos Boat Party - Stereo On The Hudson (Pirate Edition) at Circle Line Cruises,Circle Line Cruises,2019-06-15,52
4,"The Magician, Aston Shuffle, Zephyr Ann, The Golden Pony and More at Elsewhere",Elsewhere,2019-06-15,29
5,Jellybean Rocks The House ~ The Boat Ride with Jellybean Benitez at Circle Line Cruises,Circle Line Cruises,2019-06-15,28
6,Saturday: Anthony Parasole All Night at Nowadays,Nowadays,2019-06-15,18
7,EDX - NO Xcuses NYC 2019 - Brunch Yacht Club on Infinity at Hornblower Cruise,Hornblower Cruise,2019-06-15,17
8,"Magda, Mike Servito, Love Letters, Patrick Russell, LDY OSC at Good Room",Good Room,2019-06-15,12
9,"Zimmer (DJ Set at Elsewhere Rooftop), Cry Baby, Evan Michael and Jonny Sum at Elsewhere",Elsewhere,2019-06-15,10
10,Frequencies with Sleepy & Boo at TBA Brooklyn,TBA Brooklyn,2019-06-15,7
11,Mathias Kaden B2B Hector Cuoto at Analog Bkny,Analog Bkny,2019-06-15,3
12,Panda Bear at Open Air,Open Air,2019-06-15,3
13,Sander Kleinenberg at House Of Yes,House Of Yes,2019-06-15,1
14,Rick Wilhite & Nathaniel Jay at public records,public records,2019-06-15,6
15,Laraaji Performs 'Day of Radiance' at public records,public records,2019-06-15,5
16,Esscalation Music Festival at Melrose Ballroom,Melrose Ballroom,2019-06-15,4
17,Jennifer Walshe & Wobbly at Issue Project Room,Issue Project Room,2019-06-15,2
0,"Dirtybird BBQ - Brooklyn (Claude Vonstroke, Justin Martin, Gene Farris & More) at Brooklyn Mirage",Brooklyn Mirage,2019-06-16,176
1,Mister Sunday at Nowadays,Nowadays,2019-06-16,14
0,"Dirtybird BBQ - Brooklyn (Claude Vonstroke, Justin Martin, Gene Farris & More) at Brooklyn Mirage",Brooklyn Mirage,2019-06-17,176
0,Body Music Therapy presents rrao Group Reiki Session at Nowadays,Nowadays,2019-06-18,2
1,"Delivery. [feliz Cumpleaños al Señor Nacho] Nacho Rojas, Bytz, Pjay at Ms. Yoo",Ms. Yoo,2019-06-18,1
2,"Feel Real with DJ Disciple, Ejoe Wilson Friends at Rumpus Room",Rumpus Room,2019-06-18,
0,House of Vogue: Pride at House Of Yes,House Of Yes,2019-06-19,1
1,Love Games with Lauren Murada and Finn Jones at Good Room,Good Room,2019-06-19,2
2,Human Pitch at Elsewhere,Elsewhere,2019-06-19,1
0,Detroit2brooklyn feat. Terrence Dixon and Heathered Pearls at public records,public records,2019-06-20,4
0,Juan Atkins / Young Male / Auspex at BASEMENT,BASEMENT,2019-06-21,36
1,Golden Record NYC 3 Year Anniversary Pt. 1 ~ Summer Solstice at TBA - New York,TBA - New York,2019-06-21,31
2,Friday: Analog Soul & Galcher Lustwerk at Nowadays,Nowadays,2019-06-21,18
3,"Virginia, Project Pablo and Jordan Ehr (Elsewhere Rooftop) at Elsewhere",Elsewhere,2019-06-21,10
4,Zero Rooftop Series: Summer Solstice at The Williamsburg Hotel Water Tower,The Williamsburg Hotel Water Tower,2019-06-21,3
5,"J Rocc, Peanut Butter Wolf and Ella Hu$$le at Elsewhere",Elsewhere,2019-06-21,2
6,"NAAFI with Zutzut, Fausto Bahía, and Debit at Elsewhere",Elsewhere,2019-06-21,2
7,"Quantic (dj set) Album Launch, Darker Than Wax, Fundido, Greg D at Good Room",Good Room,2019-06-21,2
8,Lirico en la Casa Live at Fiesta Nightclub 2019 (18 to Party) at Fiesta Night Club,Fiesta Night Club,2019-06-21,1
9,Seb Wildblood at public records,public records,2019-06-21,3
10,"Very Peak Summer Solstice: Fana Fraser, Jasmine Gibson, Annie Heath, Sokunthary Svay at Issue Project Room",Issue Project Room,2019-06-21,1
11,"Die Angel, Lary 7, Embryoroom, Xambuca at public records",public records,2019-06-21,1
12,Good Looks presents: Goldfish Summer Solstice Cruise at Hornblower Cruise,Hornblower Cruise,2019-06-21,
